time,mean_G,time,GA_mean,GB_mean,time,GA_mean,GB_mean
1625,16.526,1625,0,17.116,1625,16.714,16.41
1626,16.526,1626,0,17.142,1626,16.72,16.422
1627,16.536,1627,0,17.124,1627,16.718,16.456
1628,16.55,1628,0,17.158,1628,16.702,16.468
1629,16.556,1629,0,17.142,1629,16.722,16.498
1630,16.496,1630,0,17.134,1630,16.712,16.456
1631,16.532,1631,0,17.126,1631,16.692,16.416
1632,16.488,1632,0,17.146,1632,16.694,16.398
1633,16.476,1633,0,17.094,1633,16.714,16.434
1634,16.444,1634,0,17.134,1634,16.68,16.456
1635,16.486,1635,0,17.102,1635,16.656,16.426
1636,16.47,1636,0,17.06,1636,16.614,16.412
1637,16.466,1637,0,17.092,1637,16.614,16.404
1638,16.48,1638,0,17.05,1638,16.638,16.412
1639,16.478,1639,0,17.062,1639,16.604,16.414
1640,16.446,1640,0,17.044,1640,16.612,16.35
1641,16.442,1641,0,17.064,1641,16.62,16.364
1642,16.43,1642,0,17.048,1642,16.618,16.294
1643,16.464,1643,0,17.062,1643,16.602,16.28
1644,16.448,1644,0,17.04,1644,16.594,16.298
1645,16.436,1645,0,17.042,1645,16.566,16.264
1646,16.446,1646,0,17.05,1646,16.532,16.26
1647,16.486,1647,0,17.05,1647,16.492,16.246
1648,16.452,1648,0,17.092,1648,16.516,16.236
1649,16.436,1649,0,17.048,1649,16.556,16.236
1650,16.47,1650,0,17.026,1650,16.52,16.244
1651,16.476,1651,0,17.06,1651,16.532,16.286
1652,16.492,1652,0,17.024,1652,16.6,16.276
1653,16.486,1653,0,17.002,1653,16.596,16.284
1654,16.502,1654,0,17.034,1654,16.636,16.312
1655,16.498,1655,0,17.03,1655,16.65,16.268
1656,16.47,1656,0,17.008,1656,16.642,16.292
1657,16.416,1657,0,17.004,1657,16.668,16.318
1658,16.398,1658,0,17.026,1658,16.674,16.316
1659,16.41,1659,0,17.016,1659,16.672,16.292
1660,16.364,1660,0,16.984,1660,16.664,16.276
1661,16.334,1661,0,16.978,1661,16.678,16.28
1662,16.336,1662,0,16.97,1662,16.67,16.32
1663,16.374,1663,0,17.032,1663,16.672,16.276
1664,16.378,1664,0,17.064,1664,16.67,16.266
1665,16.384,1665,0,17.114,1665,16.662,16.304
1666,16.414,1666,0,17.122,1666,16.666,16.304
1667,16.434,1667,0,17.126,1667,16.626,16.276
1668,16.442,1668,0,17.12,1668,16.63,16.248
1669,16.432,1669,0,17.116,1669,16.642,16.258
1670,16.456,1670,0,17.096,1670,16.67,16.292
1671,16.446,1671,0,17.076,1671,16.668,16.28
1672,16.436,1672,0,17.134,1672,16.694,16.28
1673,16.432,1673,0,17.12,1673,16.712,16.272
1674,16.452,1674,0,17.106,1674,16.696,16.296
1675,16.474,1675,0,17.082,1675,16.696,16.288
1676,16.51,1676,0,17.112,1676,16.678,16.296
1677,16.498,1677,0,17.124,1677,16.634,16.326
1678,16.486,1678,0,17.118,1678,16.688,16.352
1679,16.502,1679,0,17.164,1679,16.71,16.344
1680,16.502,1680,0,17.186,1680,16.716,16.392
1681,16.504,1681,0,17.212,1681,16.696,16.366
1682,16.522,1682,0,17.198,1682,16.704,16.402
1683,16.526,1683,0,17.156,1683,16.7,16.314
1684,16.542,1684,0,17.136,1684,16.666,16.296
1685,16.556,1685,0,17.09,1685,16.644,16.262
1686,16.556,1686,0,17.092,1686,16.638,16.278
1687,16.59,1687,0,17.064,1687,16.64,16.306
1688,16.55,1688,0,17.102,1688,16.662,16.352
1689,16.52,1689,0,17.106,1689,16.652,16.31
1690,16.52,1690,0,17.07,1690,16.604,16.316
1691,16.494,1691,0,17.048,1691,16.574,16.278
1692,16.538,1692,0,17.068,1692,16.57,16.236
1693,16.546,1693,0,17.068,1693,16.59,16.248
1694,16.576,1694,0,17.036,1694,16.582,16.282
1695,16.598,1695,0,17.046,1695,16.602,16.286
1696,16.63,1696,0,17.072,1696,16.602,16.3
1697,16.638,1697,0,17.052,1697,16.594,16.308
1698,16.666,1698,0,17.098,1698,16.598,16.332
1699,16.632,1699,0,17.106,1699,16.614,16.35
1700,16.624,1700,0,17.098,1700,16.63,16.364
1701,16.66,1701,0,17.088,1701,16.622,16.392
1702,16.644,1702,0,17.078,1702,16.64,16.398
1703,16.614,1703,0,17.122,1703,16.68,16.43
1704,16.612,1704,0,17.078,1704,16.678,16.45
1705,16.572,1705,0,17.052,1705,16.682,16.444
1706,16.548,1706,0,17.07,1706,16.666,16.51
1707,16.516,1707,0,17.042,1707,16.666,16.514
1708,16.512,1708,0,17.054,1708,16.658,16.516
1709,16.51,1709,0,17.072,1709,16.694,16.534
1710,16.496,1710,0,17.072,1710,16.712,16.55
1711,16.448,1711,0,17.074,1711,16.7,16.516
1712,16.444,1712,0,17.058,1712,16.718,16.536
1713,16.406,1713,0,17.072,1713,16.718,16.528
1714,16.418,1714,0,17.08,1714,16.738,16.502
1715,16.392,1715,0,17.096,1715,16.692,16.47
1716,16.398,1716,0,17.112,1716,16.682,16.47
1717,16.378,1717,0,17.098,1717,16.682,16.472
1718,16.42,1718,0,17.086,1718,16.714,16.434
1719,16.428,1719,0,17.108,1719,16.748,16.442
1720,16.444,1720,0,17.128,1720,16.754,16.452
1721,16.482,1721,0,17.122,1721,16.742,16.432
1722,16.492,1722,0,17.096,1722,16.756,16.452
1723,16.51,1723,0,17.106,1723,16.726,16.48
1724,16.512,1724,0,17.098,1724,16.758,16.428
1725,16.488,1725,0,17.102,1725,16.77,16.424
1726,16.506,1726,0,17.096,1726,16.758,16.424
1727,16.518,1727,0,17.13,1727,16.75,16.394
1728,16.554,1728,0,17.092,1728,16.748,16.384
1729,16.542,1729,0,17.08,1729,16.778,16.436
1730,16.558,1730,0,17.076,1730,16.826,16.444
1731,16.56,1731,0,17.056,1731,16.82,16.456
1732,16.558,1732,0,17.07,1732,16.858,16.468
1733,16.532,1733,0,17.108,1733,16.862,16.46
1734,16.56,1734,0,17.148,1734,16.854,16.468
1735,16.568,1735,0,17.136,1735,16.926,16.456
1736,16.564,1736,0,17.102,1736,16.936,16.452
1737,16.57,1737,0,17.11,1737,16.892,16.412
1738,16.552,1738,0,17.142,1738,16.914,16.36
1739,16.524,1739,0,17.144,1739,16.928,16.354
1740,16.482,1740,0,17.162,1740,16.91,16.394
1741,16.532,1741,0,17.206,1741,16.924,16.394
1742,16.53,1742,0,17.2,1742,16.92,16.372
1743,16.57,1743,0,17.22,1743,16.882,16.4
1744,16.578,1744,0,17.246,1744,16.86,16.396
1745,16.57,1745,0,17.268,1745,16.88,16.384
1746,16.548,1746,0,17.246,1746,16.87,16.378
1747,16.53,1747,0,17.224,1747,16.89,16.354
1748,16.548,1748,0,17.224,1748,16.876,16.312
1749,16.586,1749,0,17.232,1749,16.878,16.298
1750,16.604,1750,0,17.25,1750,16.866,16.25
1751,16.618,1751,0,17.228,1751,16.88,16.24
1752,16.598,1752,0,17.25,1752,16.876,16.23
1753,16.588,1753,0,17.224,1753,16.884,16.244
1754,16.582,1754,0,17.226,1754,16.902,16.26
1755,16.606,1755,0,17.222,1755,16.844,16.302
1756,16.62,1756,0,17.22,1756,16.856,16.27
1757,16.616,1757,0,17.238,1757,16.88,16.268
1758,16.64,1758,0,17.256,1758,16.884,16.26
1759,16.63,1759,0,17.26,1759,16.84,16.272
1760,16.608,1760,0,17.254,1760,16.868,16.226
1761,16.598,1761,0,17.248,1761,16.876,16.24
1762,16.618,1762,0,17.254,1762,16.852,16.264
1763,16.614,1763,0,17.248,1763,16.852,16.208
1764,16.592,1764,0,17.226,1764,16.848,16.214
1765,16.596,1765,0,17.204,1765,16.84,16.226
1766,16.586,1766,0,17.142,1766,16.848,16.24
1767,16.574,1767,0,17.13,1767,16.854,16.228
1768,16.544,1768,0,17.066,1768,16.83,16.222
1769,16.564,1769,0,17.056,1769,16.836,16.206
1770,16.556,1770,0,17.056,1770,16.862,16.2
1771,16.566,1771,0,17.032,1771,16.914,16.268
1772,16.566,1772,0,16.98,1772,16.938,16.328
1773,16.56,1773,0,16.994,1773,16.936,16.338
1774,16.564,1774,0,16.972,1774,16.956,16.328
1775,16.558,1775,0,17.002,1775,16.934,16.342
1776,16.534,1776,0,16.982,1776,16.922,16.314
1777,16.572,1777,0,16.988,1777,16.928,16.358
1778,16.55,1778,0,17.012,1778,16.922,16.376
1779,16.524,1779,0,16.974,1779,16.92,16.346
1780,16.526,1780,0,16.978,1780,16.892,16.326
1781,16.546,1781,0,16.946,1781,16.92,16.364
1782,16.518,1782,0,16.992,1782,16.92,16.386
1783,16.556,1783,0,16.988,1783,16.966,16.43
1784,16.534,1784,0,17.03,1784,16.974,16.426
1785,16.506,1785,0,17.032,1785,16.94,16.478
1786,16.476,1786,0,17.04,1786,16.906,16.438
1787,16.408,1787,0,17.01,1787,16.846,16.442
1788,16.44,1788,0,17.046,1788,16.834,16.432
1789,16.468,1789,0,17.032,1789,16.81,16.42
1790,16.458,1790,0,17.038,1790,16.784,16.438
1791,16.476,1791,0,17.02,1791,16.796,16.438
1792,16.486,1792,0,17.024,1792,16.814,16.42
1793,16.51,1793,0,17.02,1793,16.776,16.452
1794,16.48,1794,0,17.014,1794,16.832,16.444
1795,16.436,1795,0,17.01,1795,16.848,16.462
1796,16.45,1796,0,16.998,1796,16.862,16.5
1797,16.448,1797,0,16.994,1797,16.884,16.51
1798,16.42,1798,0,17.048,1798,16.894,16.512
1799,16.398,1799,0,17.042,1799,16.89,16.486
1800,16.37,1800,0,17.056,1800,16.838,16.482
1801,16.346,1801,0,17.064,1801,16.868,16.492
1802,16.308,1802,0,17.066,1802,16.89,16.512
1803,16.332,1803,0,17.09,1803,16.834,16.508
1804,16.344,1804,0,17.08,1804,16.736,16.492
1805,16.326,1805,0,17.024,1805,16.762,16.468
1806,16.35,1806,0,17.044,1806,16.74,16.448
1807,16.344,1807,0,17.048,1807,16.692,16.498
1808,16.336,1808,0,17.068,1808,16.73,16.482
1809,16.344,1809,0,17.09,1809,16.72,16.498
1810,16.324,1810,0,17.078,1810,16.696,16.542
1811,16.344,1811,0,17.042,1811,16.742,16.538
1812,16.37,1812,0,17.024,1812,16.736,16.58
1813,16.376,1813,0,17.032,1813,16.74,16.568
1814,16.368,1814,0,17.058,1814,16.718,16.512
1815,16.406,1815,0,17.054,1815,16.716,16.516
1816,16.432,1816,0,17.03,1816,16.764,16.496
1817,16.438,1817,0,17.042,1817,16.796,16.444
1818,16.444,1818,0,17.066,1818,16.78,16.402
1819,16.516,1819,0,17.046,1819,16.782,16.384
1820,16.506,1820,0,17.076,1820,16.78,16.372
1821,16.54,1821,0,17.006,1821,16.766,16.42
1822,16.514,1822,0,17.034,1822,16.802,16.402
1823,16.514,1823,0,17.04,1823,16.766,16.388
1824,16.534,1824,0,17.062,1824,16.786,16.396
1825,16.536,1825,0,17.078,1825,16.806,16.44
1826,16.516,1826,0,17.084,1826,16.776,16.444
1827,16.472,1827,0,17.106,1827,16.806,16.47
1828,16.488,1828,0,17.106,1828,16.77,16.504
1829,16.552,1829,0,17.084,1829,16.782,16.484
1830,16.528,1830,0,17.108,1830,16.796,16.48
1831,16.536,1831,0,17.12,1831,16.772,16.462
1832,16.544,1832,0,17.102,1832,16.746,16.478
1833,16.542,1833,0,17.084,1833,16.722,16.46
1834,16.528,1834,0,17.11,1834,16.74,16.444
1835,16.49,1835,0,17.09,1835,16.73,16.426
1836,16.492,1836,0,17.06,1836,16.692,16.392
1837,16.476,1837,0,17.08,1837,16.7,16.366
1838,16.482,1838,0,17.082,1838,16.71,16.394
1839,16.472,1839,0,17.102,1839,16.714,16.374
1840,16.464,1840,0,17.102,1840,16.674,16.376
1841,16.456,1841,0,17.104,1841,16.668,16.39
1842,16.47,1842,0,17.106,1842,16.688,16.382
1843,16.478,1843,0,17.114,1843,16.674,16.378
1844,16.492,1844,0,17.098,1844,16.674,16.344
1845,16.524,1845,0,17.106,1845,16.662,16.338
1846,16.568,1846,0,17.094,1846,16.646,16.34
1847,16.552,1847,0,17.082,1847,16.656,16.316
1848,16.57,1848,0,17.072,1848,16.656,16.32
1849,16.604,1849,0,17.03,1849,16.646,16.338
1850,16.56,1850,0,17.012,1850,16.624,16.308
1851,16.56,1851,0,17.032,1851,16.662,16.326
1852,16.566,1852,0,17.096,1852,16.662,16.362
1853,16.534,1853,0,17.112,1853,16.658,16.318
1854,16.512,1854,0,17.104,1854,16.628,16.34
1855,16.508,1855,0,17.102,1855,16.65,16.352
1856,16.526,1856,0,17.132,1856,16.668,16.314
1857,16.56,1857,0,17.124,1857,16.688,16.28
1858,16.53,1858,0,17.128,1858,16.712,16.272
1859,16.53,1859,0,17.106,1859,16.698,16.282
1860,16.568,1860,0,17.136,1860,16.676,16.304
1861,16.584,1861,0,17.118,1861,16.652,16.254
1862,16.564,1862,0,17.13,1862,16.634,16.264
1863,16.5,1863,0,17.146,1863,16.65,16.258
1864,16.468,1864,0,17.156,1864,16.638,16.28
1865,16.436,1865,0,17.11,1865,16.61,16.28
1866,16.394,1866,0,17.082,1866,16.588,16.288
1867,16.386,1867,0,17.108,1867,16.572,16.262
1868,16.38,1868,0,17.078,1868,16.582,16.256
1869,16.418,1869,0,17.072,1869,16.572,16.278
1870,16.4,1870,0,17.074,1870,16.532,16.32
1871,16.398,1871,0,17.02,1871,16.502,16.318
1872,16.418,1872,0,17.008,1872,16.474,16.294
1873,16.394,1873,0,17.044,1873,16.468,16.32
1874,16.392,1874,0,17.078,1874,16.482,16.306
1875,16.408,1875,0,17.066,1875,16.496,16.254
1876,16.418,1876,0,17.098,1876,16.436,16.256
1877,16.438,1877,0,17.086,1877,16.452,16.22
1878,16.458,1878,0,17.096,1878,16.434,16.188
1879,16.466,1879,0,17.14,1879,16.452,16.204
1880,16.468,1880,0,17.106,1880,16.458,16.218
1881,16.466,1881,0,17.118,1881,16.448,16.206
1882,16.494,1882,0,17.118,1882,16.462,16.22
1883,16.514,1883,0,17.12,1883,16.448,16.222
1884,16.51,1884,0,17.096,1884,16.472,16.21
1885,16.526,1885,0,17.082,1885,16.528,16.244
1886,16.522,1886,0,17.058,1886,16.544,16.228
1887,16.514,1887,0,17.044,1887,16.578,16.212
1888,16.522,1888,0,17.022,1888,16.598,16.226
1889,16.498,1889,0,17.024,1889,16.61,16.188
1890,16.5,1890,0,17.04,1890,16.604,16.24
1891,16.504,1891,0,17.054,1891,16.618,16.222
1892,16.49,1892,0,17.08,1892,16.598,16.234
1893,16.476,1893,0,17.096,1893,16.61,16.284
1894,16.522,1894,0,17.136,1894,16.586,16.29
1895,16.524,1895,0,17.158,1895,16.578,16.33
1896,16.508,1896,0,17.17,1896,16.568,16.404
1897,16.538,1897,0,17.134,1897,16.558,16.392
1898,16.558,1898,0,17.118,1898,16.568,16.402
1899,16.572,1899,0,17.15,1899,16.584,16.416
1900,16.558,1900,0,17.2,1900,16.544,16.404
1901,16.528,1901,0,17.226,1901,16.512,16.446
1902,16.52,1902,0,17.184,1902,16.52,16.436
1903,16.572,1903,0,17.192,1903,16.492,16.41
1904,16.582,1904,0,17.194,1904,16.48,16.396
1905,16.568,1905,0,17.2,1905,16.466,16.368
1906,16.538,1906,0,17.194,1906,16.46,16.352
1907,16.524,1907,0,17.126,1907,16.47,16.366
1908,16.512,1908,0,17.156,1908,16.5,16.37
1909,16.478,1909,0,17.148,1909,16.466,16.36
1910,16.446,1910,0,17.182,1910,16.508,16.394
1911,16.488,1911,0,17.172,1911,16.498,16.34
1912,16.498,1912,0,17.174,1912,16.482,16.338
1913,16.478,1913,0,17.194,1913,16.496,16.338
1914,16.468,1914,0,17.22,1914,16.486,16.342
1915,16.468,1915,0,17.238,1915,16.452,16.338
1916,16.454,1916,0,17.246,1916,16.436,16.316
1917,16.474,1917,0,17.256,1917,16.472,16.322
1918,16.484,1918,0,17.234,1918,16.47,16.304
1919,16.486,1919,0,17.246,1919,16.512,16.312
1920,16.49,1920,0,17.234,1920,16.522,16.34
1921,16.422,1921,0,17.226,1921,16.49,16.314
1922,16.46,1922,0,17.212,1922,16.484,16.278
1923,16.454,1923,0,17.228,1923,16.504,16.276
1924,16.5,1924,0,17.24,1924,16.478,16.244
1925,16.476,1925,0,17.248,1925,16.494,16.22
1926,16.486,1926,0,17.214,1926,16.494,16.178
1927,16.512,1927,0,17.202,1927,16.508,16.158
1928,16.542,1928,0,17.218,1928,16.494,16.192
1929,16.572,1929,0,17.194,1929,16.486,16.238
1930,16.55,1930,0,17.26,1930,16.474,16.224
1931,16.536,1931,0,17.258,1931,16.474,16.298
1932,16.542,1932,0,17.236,1932,16.46,16.308
1933,16.508,1933,0,17.214,1933,16.45,16.298
1934,16.508,1934,0,17.2,1934,16.472,16.25
1935,16.484,1935,0,17.228,1935,16.464,16.242
1936,16.448,1936,0,17.238,1936,16.462,16.284
1937,16.456,1937,0,17.222,1937,16.44,16.28
1938,16.434,1938,0,17.234,1938,16.466,16.278
1939,16.444,1939,0,17.28,1939,16.496,16.3
1940,16.458,1940,0,17.298,1940,16.482,16.304
1941,16.43,1941,0,17.302,1941,16.476,16.29
1942,16.434,1942,0,17.28,1942,16.464,16.304
1943,16.458,1943,0,17.23,1943,16.45,16.288
1944,16.454,1944,0,17.206,1944,16.438,16.29
1945,16.396,1945,0,17.236,1945,16.472,16.278
1946,16.344,1946,0,17.254,1946,16.426,16.26
1947,16.386,1947,0,17.294,1947,16.43,16.294
1948,16.374,1948,0,17.31,1948,16.464,16.274
1949,16.39,1949,0,17.25,1949,16.434,16.28
1950,16.418,1950,0,17.232,1950,16.454,16.312
1951,16.434,1951,0,17.224,1951,16.484,16.312
1952,16.488,1952,0,17.198,1952,16.458,16.322
1953,16.48,1953,0,17.178,1953,16.482,16.358
1954,16.46,1954,0,17.156,1954,16.486,16.302
1955,16.446,1955,0,17.13,1955,16.48,16.304
1956,16.424,1956,0,17.12,1956,16.5,16.318
1957,16.4,1957,0,17.118,1957,16.514,16.316
1958,16.394,1958,0,17.086,1958,16.5,16.306
1959,16.342,1959,0,17.094,1959,16.496,16.33
1960,16.366,1960,0,17.086,1960,16.506,16.382
1961,16.366,1961,0,17.08,1961,16.55,16.348
1962,16.388,1962,0,17.024,1962,16.552,16.35
1963,16.392,1963,0,17.048,1963,16.53,16.38
1964,16.372,1964,0,17.026,1964,16.526,16.402
1965,16.324,1965,0,17.022,1965,16.582,16.392
1966,16.328,1966,0,16.996,1966,16.622,16.392
1967,16.286,1967,0,17.032,1967,16.608,16.414
1968,16.298,1968,0,17.072,1968,16.616,16.446
1969,16.306,1969,0,17.062,1969,16.582,16.45
1970,16.322,1970,0,17.056,1970,16.55,16.46
1971,16.34,1971,0,17.022,1971,16.582,16.452
1972,16.342,1972,0,16.998,1972,16.574,16.432
1973,16.352,1973,0,17.016,1973,16.596,16.41
1974,16.392,1974,0,17.03,1974,16.614,16.424
1975,16.404,1975,0,17.07,1975,16.598,16.408
1976,16.4,1976,0,17.05,1976,16.57,16.444
1977,16.396,1977,0,17.054,1977,16.592,16.426
1978,16.39,1978,0,17.04,1978,16.608,16.33
1979,16.4,1979,0,17.03,1979,16.516,16.356
1980,16.394,1980,0,17.042,1980,16.494,16.364
1981,16.438,1981,0,17.054,1981,16.49,16.328
1982,16.428,1982,0,17.048,1982,16.484,16.366
1983,16.436,1983,0,17.038,1983,16.506,16.362
1984,16.422,1984,0,17.056,1984,16.566,16.364
1985,16.462,1985,0,17.052,1985,16.568,16.38
1986,16.472,1986,0,17.006,1986,16.578,16.396
1987,16.446,1987,0,16.988,1987,16.586,16.388
1988,16.448,1988,0,17.03,1988,16.63,16.362
1989,16.456,1989,0,17.024,1989,16.628,16.372
1990,16.418,1990,0,17.028,1990,16.614,16.364
1991,16.412,1991,0,17.044,1991,16.598,16.384
1992,16.484,1992,0,17.07,1992,16.574,16.44
1993,16.474,1993,0,17.104,1993,16.544,16.42
1994,16.48,1994,0,17.088,1994,16.596,16.396
1995,16.458,1995,0,17.062,1995,16.572,16.384
1996,16.484,1996,0,17.052,1996,16.554,16.352
1997,16.468,1997,0,17.054,1997,16.522,16.342
1998,16.496,1998,0,17.024,1998,16.56,16.34
1999,16.462,1999,0,17.042,1999,16.582,16.368
2000,16.48,2000,0,17.024,2000,16.562,16.37
2001,16.474,2001,0,17.036,2001,16.53,16.398
2002,16.496,2002,0,17.044,2002,16.518,16.374
2003,16.48,2003,0,17.034,2003,16.504,16.366
2004,16.494,2004,0,17.082,2004,16.542,16.358
2005,16.512,2005,0,17.084,2005,16.528,16.38
2006,16.478,2006,0,17.11,2006,16.57,16.326
2007,16.478,2007,0,17.16,2007,16.53,16.366
2008,16.498,2008,0,17.172,2008,16.48,16.39
2009,16.492,2009,0,17.176,2009,16.478,16.416
2010,16.494,2010,0,17.138,2010,16.522,16.458
2011,16.402,2011,0,17.158,2011,16.572,16.468
2012,16.428,2012,0,17.168,2012,16.584,16.468
2013,16.376,2013,0,17.11,2013,16.602,16.428
2014,16.382,2014,0,17.072,2014,16.618,16.472
2015,16.406,2015,0,17.05,2015,16.564,16.482
2016,16.42,2016,0,17.07,2016,16.596,16.454
2017,16.444,2017,0,17.078,2017,16.564,16.472
2018,16.432,2018,0,17.076,2018,16.54,16.48
2019,16.452,2019,0,17.034,2019,16.542,16.472
2020,16.438,2020,0,17.058,2020,16.538,16.48
2021,16.452,2021,0,17.058,2021,16.508,16.51
2022,16.46,2022,0,17.04,2022,16.506,16.51
2023,16.5,2023,0,17.038,2023,16.516,16.558
2024,16.508,2024,0,17.062,2024,16.512,16.524
2025,16.552,2025,0,17.042,2025,16.504,16.548
2026,16.548,2026,0,17.072,2026,16.506,16.576
2027,16.516,2027,0,17.076,2027,16.524,16.564
2028,16.536,2028,0,17.096,2028,16.532,16.554
2029,16.524,2029,0,17.146,2029,16.502,16.57
2030,16.556,2030,0,17.174,2030,16.498,16.57
2031,16.524,2031,0,17.196,2031,16.51,16.55
2032,16.532,2032,0,17.202,2032,16.482,16.604
2033,16.532,2033,0,17.208,2033,16.494,16.59
2034,16.532,2034,0,17.206,2034,16.498,16.594
2035,16.512,2035,0,17.222,2035,16.488,16.626
2036,16.53,2036,0,17.236,2036,16.456,16.62
2037,16.506,2037,0,17.232,2037,16.424,16.618
2038,16.576,2038,0,17.256,2038,16.428,16.626
2039,16.556,2039,0,17.254,2039,16.418,16.632
2040,16.504,2040,0,17.298,2040,16.434,16.658
2041,16.498,2041,0,17.328,2041,16.472,16.688
2042,16.526,2042,0,17.278,2042,16.488,16.704
2043,16.496,2043,0,17.29,2043,16.486,16.72
2044,16.532,2044,0,17.308,2044,16.522,16.71
2045,16.526,2045,0,17.332,2045,16.538,16.758
2046,16.516,2046,0,17.314,2046,16.544,16.772
2047,16.52,2047,0,17.368,2047,16.572,16.792
2048,16.546,2048,0,17.346,2048,16.542,16.782
2049,16.532,2049,0,17.288,2049,16.56,16.81
2050,16.504,2050,0,17.282,2050,16.488,16.818
2051,16.47,2051,0,17.288,2051,16.47,16.782
2052,16.47,2052,0,17.286,2052,16.452,16.778
2053,16.51,2053,0,17.252,2053,16.446,16.77
2054,16.554,2054,0,17.266,2054,16.424,16.8
2055,16.568,2055,0,17.256,2055,16.426,16.8
2056,16.564,2056,0,17.254,2056,16.42,16.758
2057,16.562,2057,0,17.266,2057,16.404,16.778
2058,16.518,2058,0,17.228,2058,16.38,16.774
2059,16.526,2059,0,17.23,2059,16.378,16.738
2060,16.492,2060,0,17.244,2060,16.408,16.73
2061,16.542,2061,0,17.248,2061,16.438,16.734
2062,16.524,2062,0,17.272,2062,16.418,16.752
2063,16.572,2063,0,17.326,2063,16.438,16.776
2064,16.57,2064,0,17.3,2064,16.448,16.786
2065,16.59,2065,0,17.254,2065,16.486,16.77
2066,16.596,2066,0,17.208,2066,16.458,16.816
2067,16.53,2067,0,17.21,2067,16.45,16.802
2068,16.514,2068,0,17.228,2068,16.432,16.78
2069,16.538,2069,0,17.188,2069,16.482,16.83
2070,16.572,2070,0,17.152,2070,16.476,16.854
2071,16.536,2071,0,17.178,2071,16.474,16.86
2072,16.542,2072,0,17.19,2072,16.486,16.81
2073,16.528,2073,0,17.164,2073,16.502,16.782
2074,16.538,2074,0,17.152,2074,16.484,16.798
2075,16.526,2075,0,17.17,2075,16.47,16.826
2076,16.57,2076,0,17.17,2076,16.436,16.838
2077,16.526,2077,0,17.168,2077,16.416,16.806
2078,16.548,2078,0,17.182,2078,16.444,16.848
2079,16.58,2079,0,17.164,2079,16.394,16.87
2080,16.63,2080,0,17.224,2080,16.374,16.872
2081,16.624,2081,0,17.2,2081,16.392,16.886
2082,16.63,2082,0,17.198,2082,16.392,16.872
2083,16.648,2083,0,17.208,2083,16.396,16.898
2084,16.666,2084,0,17.202,2084,16.408,16.888
2085,16.676,2085,0,17.202,2085,16.438,16.864
2086,16.638,2086,0,17.218,2086,16.42,16.884
2087,16.64,2087,0,17.208,2087,16.392,16.868
2088,16.642,2088,0,17.204,2088,16.386,16.872
2089,16.618,2089,0,17.226,2089,16.38,16.874
2090,16.636,2090,0,17.206,2090,16.424,16.884
2091,16.676,2091,0,17.254,2091,16.35,16.892
2092,16.664,2092,0,17.238,2092,16.348,16.838
2093,16.676,2093,0,17.268,2093,16.32,16.832
2094,16.682,2094,0,17.34,2094,16.332,16.828
2095,16.71,2095,0,17.326,2095,16.32,16.836
2096,16.704,2096,0,17.332,2096,16.356,16.834
2097,16.724,2097,0,17.39,2097,16.34,16.8
2098,16.73,2098,0,17.384,2098,16.316,16.738
2099,16.704,2099,0,17.376,2099,16.302,16.736
2100,16.658,2100,0,17.346,2100,16.31,16.744
2101,16.684,2101,0,17.372,2101,16.276,16.708
2102,16.634,2102,0,17.358,2102,16.314,16.752
2103,16.636,2103,0,17.362,2103,16.344,16.716
2104,16.592,2104,0,17.338,2104,16.374,16.718
2105,16.574,2105,0,17.336,2105,16.368,16.716
2106,16.574,2106,0,17.356,2106,16.32,16.68
2107,16.6,2107,0,17.358,2107,16.306,16.67
2108,16.574,2108,0,17.334,2108,16.304,16.648
2109,16.572,2109,0,17.294,2109,16.296,16.664
2110,16.58,2110,0,17.28,2110,16.32,16.636
2111,16.556,2111,0,17.282,2111,16.344,16.62
2112,16.542,2112,0,17.304,2112,16.334,16.642
2113,16.564,2113,0,17.308,2113,16.37,16.654
2114,16.588,2114,0,17.328,2114,16.372,16.654
2115,16.626,2115,0,17.322,2115,16.392,16.664
2116,16.66,2116,0,17.32,2116,16.372,16.602
2117,16.712,2117,0,17.306,2117,16.404,16.586
2118,16.674,2118,0,17.33,2118,16.402,16.562
2119,16.624,2119,0,17.348,2119,16.438,16.598
2120,16.632,2120,0,17.354,2120,16.48,16.612
2121,16.642,2121,0,17.344,2121,16.478,16.63
2122,16.622,2122,0,17.354,2122,16.518,16.626
2123,16.628,2123,0,17.372,2123,16.468,16.618
2124,16.644,2124,0,17.416,2124,16.43,16.638
2125,16.63,2125,0,17.422,2125,16.42,16.636
2126,16.658,2126,0,17.422,2126,16.488,16.598
2127,16.692,2127,0,17.398,2127,16.504,16.598
2128,16.604,2128,0,17.412,2128,16.518,16.536
2129,16.604,2129,0,17.414,2129,16.52,16.548
2130,16.592,2130,0,17.442,2130,16.518,16.57
2131,16.58,2131,0,17.428,2131,16.544,16.594
2132,16.61,2132,0,17.422,2132,16.538,16.584
2133,16.616,2133,0,17.418,2133,16.536,16.56
2134,16.68,2134,0,17.384,2134,16.526,16.55
2135,16.706,2135,0,17.374,2135,16.524,16.546
2136,16.662,2136,0,17.426,2136,16.56,16.534
2137,16.664,2137,0,17.434,2137,16.574,16.52
2138,16.65,2138,0,17.412,2138,16.542,16.534
2139,16.654,2139,0,17.368,2139,16.55,16.54
2140,16.644,2140,0,17.326,2140,16.536,16.496
2141,16.652,2141,0,17.338,2141,16.54,16.468
